run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 006 treatment,92,3936,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,93,3869,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,94,2717,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,95,2841,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,96,3735,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,97,4637,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,98,4794,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,99,4321,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,100,1798,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,101,2976,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,102,3141,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,103,3437,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,104,3222,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,105,3567,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,106,3495,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,107,3617,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,108,3799,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,109,4325,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,110,2859,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,111,2691,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,112,81,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,113,108,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,114,355,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,115,349,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,116,929,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,117,1596,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,118,407,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,119,735,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 006 treatment,120,3067,3458.392,3561.500,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_006/runs/study_006_full_001/condition_c/study.db
Study 007 treatment,1,343,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,2,92,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,3,232,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,4,2491,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,5,2044,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,6,3201,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,7,3261,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,8,3452,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,9,4248,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,10,2806,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,11,3556,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,12,3046,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,13,3534,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,14,3846,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,15,3955,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,16,4767,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,17,3530,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,18,4239,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,19,4387,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,20,4303,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,21,4573,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,22,4227,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,23,3455,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,24,3156,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,25,4284,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,26,3186,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,27,2794,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,28,4415,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,29,3339,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,30,3100,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,31,4314,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,32,4431,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,33,3394,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,34,3321,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,35,3531,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,36,3931,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,37,4012,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,38,3301,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,39,3755,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,40,4416,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,41,5918,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,42,3573,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,43,4879,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,44,4313,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,45,3953,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,46,3809,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,47,4014,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,48,4836,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,49,5076,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,50,3916,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,51,4086,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,52,4428,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,53,3534,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,54,3092,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,55,1095,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,56,3420,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,57,3386,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,58,2641,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,59,2847,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,60,3486,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,61,4199,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,62,4477,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,63,6497,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,64,4075,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,65,3894,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,66,3479,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,67,4971,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,68,5815,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,69,5752,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,70,4918,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 007 treatment,71,5405,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
