0.00.084.672 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.134.732 W srv  llama_server: -----------------
0.00.134.737 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.134.737 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.134.738 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.134.738 W srv  llama_server: -----------------
0.00.142.362 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.848.505 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.848.517 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.848.531 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.848.536 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.848.541 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.848.558 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.848.563 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.848.567 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.848.572 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.848.577 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.848.582 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.848.588 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.848.594 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.848.599 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.848.614 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.335.429 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.06.339.651 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.339.666 I srv  llama_server: model loaded
0.06.339.668 I srv  llama_server: listening on http://127.0.0.1:8097
0.20.914.694 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
10.55.212.215 I slot print_timing: id  0 | task 2146 |       total time =    5170.71 ms / 18009 tokens
10.55.212.215 I slot print_timing: id  0 | task 2146 |    graphs reused =        810
10.55.212.564 I slot      release: id  0 | task 2146 | stop processing: n_tokens = 18008, truncated = 0
10.55.250.247 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
10.55.250.740 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.912 MiB)
10.55.414.509 I slot launch_slot_: id  0 | task 2159 | processing task, is_child = 0
10.58.751.260 I slot print_timing: id  0 | task 2159 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3682.65 tokens per second
10.59.345.694 I slot print_timing: id  0 | task 2159 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.93 s / 3646.76 tokens per second
10.59.954.669 I slot print_timing: id  0 | task 2159 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.54 s / 3608.70 tokens per second
11.00.376.787 I slot print_timing: id  0 | task 2159 | prompt processing, n_tokens =  17641, progress = 0.97, t =   4.96 s / 3555.04 tokens per second
11.00.510.507 I slot print_timing: id  0 | task 2159 | prompt processing, n_tokens =  18153, progress = 1.00, t =   5.10 s / 3562.22 tokens per second
11.00.681.119 I slot print_timing: id  0 | task 2159 | prompt eval time =    5185.56 ms / 18157 tokens (    0.29 ms per token,  3501.45 tokens per second)
11.00.681.124 I slot print_timing: id  0 | task 2159 |        eval time =      81.02 ms /     6 tokens (   13.50 ms per token,    74.05 tokens per second)
11.00.681.125 I slot print_timing: id  0 | task 2159 |       total time =    5266.59 ms / 18163 tokens
11.00.681.126 I slot print_timing: id  0 | task 2159 |    graphs reused =        814
11.00.681.301 I slot      release: id  0 | task 2159 | stop processing: n_tokens = 18162, truncated = 0
11.00.700.084 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.00.700.567 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.676 MiB)
11.00.857.719 I slot launch_slot_: id  0 | task 2176 | processing task, is_child = 0
11.04.199.172 I slot print_timing: id  0 | task 2176 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3677.47 tokens per second
11.04.784.044 I slot print_timing: id  0 | task 2176 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3651.27 tokens per second
11.05.392.169 I slot print_timing: id  0 | task 2176 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.53 s / 3613.25 tokens per second
11.05.699.736 I slot print_timing: id  0 | task 2176 | prompt processing, n_tokens =  17358, progress = 0.97, t =   4.84 s / 3584.88 tokens per second
11.05.861.434 I slot print_timing: id  0 | task 2176 | prompt processing, n_tokens =  17870, progress = 1.00, t =   5.00 s / 3571.36 tokens per second
11.05.976.798 I slot print_timing: id  0 | task 2176 | prompt eval time =    5097.09 ms / 17874 tokens (    0.29 ms per token,  3506.71 tokens per second)
11.05.976.803 I slot print_timing: id  0 | task 2176 |        eval time =      21.97 ms /     2 tokens (   10.98 ms per token,    91.05 tokens per second)
11.05.976.804 I slot print_timing: id  0 | task 2176 |       total time =    5119.05 ms / 17876 tokens
11.05.976.805 I slot print_timing: id  0 | task 2176 |    graphs reused =        814
11.05.976.981 I slot      release: id  0 | task 2176 | stop processing: n_tokens = 17875, truncated = 0
11.05.999.400 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.05.999.886 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.709 MiB)
11.06.162.836 I slot launch_slot_: id  0 | task 2189 | processing task, is_child = 0
11.09.501.016 I slot print_timing: id  0 | task 2189 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3681.08 tokens per second
11.10.095.338 I slot print_timing: id  0 | task 2189 | prompt processing, n_tokens =  14336, progress = 0.81, t =   3.93 s / 3645.54 tokens per second
11.10.704.428 I slot print_timing: id  0 | task 2189 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.54 s / 3607.57 tokens per second
11.10.985.625 I slot print_timing: id  0 | task 2189 | prompt processing, n_tokens =  17214, progress = 0.97, t =   4.82 s / 3569.33 tokens per second
11.11.127.283 I slot print_timing: id  0 | task 2189 | prompt processing, n_tokens =  17726, progress = 1.00, t =   4.96 s / 3570.61 tokens per second
11.11.252.765 I slot print_timing: id  0 | task 2189 | prompt eval time =    5051.52 ms / 17730 tokens (    0.28 ms per token,  3509.83 tokens per second)
11.11.252.770 I slot print_timing: id  0 | task 2189 |        eval time =      38.38 ms /     3 tokens (   12.79 ms per token,    78.16 tokens per second)
11.11.252.770 I slot print_timing: id  0 | task 2189 |       total time =    5089.90 ms / 17733 tokens
11.11.252.771 I slot print_timing: id  0 | task 2189 |    graphs reused =        815
11.11.252.943 I slot      release: id  0 | task 2189 | stop processing: n_tokens = 17732, truncated = 0
11.11.296.573 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.11.297.045 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1052.061 MiB)
11.11.452.553 I slot launch_slot_: id  0 | task 2203 | processing task, is_child = 0
11.14.784.106 I slot print_timing: id  0 | task 2203 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3688.40 tokens per second
11.15.383.359 I slot print_timing: id  0 | task 2203 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3647.11 tokens per second
11.15.987.161 I slot print_timing: id  0 | task 2203 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3613.12 tokens per second
11.16.396.951 I slot print_timing: id  0 | task 2203 | prompt processing, n_tokens =  17502, progress = 0.97, t =   4.94 s / 3539.78 tokens per second
11.16.525.264 I slot print_timing: id  0 | task 2203 | prompt processing, n_tokens =  18014, progress = 1.00, t =   5.07 s / 3551.17 tokens per second
11.16.634.871 I slot print_timing: id  0 | task 2203 | prompt eval time =    5159.78 ms / 18018 tokens (    0.29 ms per token,  3492.01 tokens per second)
11.16.634.878 I slot print_timing: id  0 | task 2203 |        eval time =      22.51 ms /     2 tokens (   11.26 ms per token,    88.84 tokens per second)
11.16.634.879 I slot print_timing: id  0 | task 2203 |       total time =    5182.29 ms / 18020 tokens
11.16.634.880 I slot print_timing: id  0 | task 2203 |    graphs reused =        815
11.16.635.064 I slot      release: id  0 | task 2203 | stop processing: n_tokens = 18019, truncated = 0
11.16.656.613 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.16.657.113 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.709 MiB)
11.16.821.012 I slot launch_slot_: id  0 | task 2216 | processing task, is_child = 0
11.20.157.695 I slot print_timing: id  0 | task 2216 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3682.72 tokens per second
11.20.766.474 I slot print_timing: id  0 | task 2216 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.95 s / 3633.56 tokens per second
11.21.374.252 I slot print_timing: id  0 | task 2216 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3598.34 tokens per second
11.21.767.414 I slot print_timing: id  0 | task 2216 | prompt processing, n_tokens =  17491, progress = 0.97, t =   4.95 s / 3536.12 tokens per second
11.21.892.618 I slot print_timing: id  0 | task 2216 | prompt processing, n_tokens =  18003, progress = 1.00, t =   5.07 s / 3549.78 tokens per second
11.21.998.519 I slot print_timing: id  0 | task 2216 | prompt eval time =    5156.27 ms / 18007 tokens (    0.29 ms per token,  3492.25 tokens per second)
11.21.998.524 I slot print_timing: id  0 | task 2216 |        eval time =      21.21 ms /     2 tokens (   10.61 ms per token,    94.29 tokens per second)
11.21.998.525 I slot print_timing: id  0 | task 2216 |       total time =    5177.48 ms / 18009 tokens
11.21.998.526 I slot print_timing: id  0 | task 2216 |    graphs reused =        815
11.21.998.704 I slot      release: id  0 | task 2216 | stop processing: n_tokens = 18008, truncated = 0
11.22.030.596 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.22.031.075 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1037.144 MiB)
11.22.186.801 I slot launch_slot_: id  0 | task 2229 | processing task, is_child = 0
11.25.525.271 I slot print_timing: id  0 | task 2229 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3680.75 tokens per second
11.26.112.186 I slot print_timing: id  0 | task 2229 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3652.15 tokens per second
11.26.736.038 I slot print_timing: id  0 | task 2229 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3601.50 tokens per second
11.27.115.785 I slot print_timing: id  0 | task 2229 | prompt processing, n_tokens =  17487, progress = 0.97, t =   4.93 s / 3547.81 tokens per second
11.27.251.097 I slot print_timing: id  0 | task 2229 | prompt processing, n_tokens =  17999, progress = 1.00, t =   5.06 s / 3554.11 tokens per second
11.27.349.584 I slot print_timing: id  0 | task 2229 | prompt eval time =    5140.49 ms / 18003 tokens (    0.29 ms per token,  3502.19 tokens per second)
11.27.349.590 I slot print_timing: id  0 | task 2229 |        eval time =      22.26 ms /     2 tokens (   11.13 ms per token,    89.83 tokens per second)
11.27.349.591 I slot print_timing: id  0 | task 2229 |       total time =    5162.76 ms / 18005 tokens
11.27.349.591 I slot print_timing: id  0 | task 2229 |    graphs reused =        815
11.27.349.773 I slot      release: id  0 | task 2229 | stop processing: n_tokens = 18004, truncated = 0
11.27.368.501 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.27.368.991 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1046.646 MiB)
11.27.530.985 I slot launch_slot_: id  0 | task 2242 | processing task, is_child = 0
11.30.861.742 I slot print_timing: id  0 | task 2242 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3689.28 tokens per second
11.31.470.699 I slot print_timing: id  0 | task 2242 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.94 s / 3638.86 tokens per second
11.32.065.428 I slot print_timing: id  0 | task 2242 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.53 s / 3613.25 tokens per second
11.32.459.887 I slot print_timing: id  0 | task 2242 | prompt processing, n_tokens =  17499, progress = 0.97, t =   4.93 s / 3550.30 tokens per second
11.32.580.281 I slot print_timing: id  0 | task 2242 | prompt processing, n_tokens =  18011, progress = 1.00, t =   5.05 s / 3567.05 tokens per second
11.32.697.465 I slot print_timing: id  0 | task 2242 | prompt eval time =    5144.33 ms / 18015 tokens (    0.29 ms per token,  3501.91 tokens per second)
11.32.697.470 I slot print_timing: id  0 | task 2242 |        eval time =      22.12 ms /     2 tokens (   11.06 ms per token,    90.40 tokens per second)
11.32.697.471 I slot print_timing: id  0 | task 2242 |       total time =    5166.46 ms / 18017 tokens
11.32.697.471 I slot print_timing: id  0 | task 2242 |    graphs reused =        815
11.32.697.650 I slot      release: id  0 | task 2242 | stop processing: n_tokens = 18016, truncated = 0
11.32.734.438 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.32.735.351 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.144 MiB)
11.32.890.209 I slot launch_slot_: id  0 | task 2255 | processing task, is_child = 0
11.36.235.492 I slot print_timing: id  0 | task 2255 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.35 s / 3673.26 tokens per second
11.36.814.999 I slot print_timing: id  0 | task 2255 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.92 s / 3652.70 tokens per second
11.37.439.012 I slot print_timing: id  0 | task 2255 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3601.84 tokens per second
11.37.819.026 I slot print_timing: id  0 | task 2255 | prompt processing, n_tokens =  17499, progress = 0.97, t =   4.93 s / 3550.36 tokens per second
11.37.938.995 I slot print_timing: id  0 | task 2255 | prompt processing, n_tokens =  18011, progress = 1.00, t =   5.05 s / 3567.41 tokens per second
11.38.055.830 I slot print_timing: id  0 | task 2255 | prompt eval time =    5143.69 ms / 18015 tokens (    0.29 ms per token,  3502.35 tokens per second)
11.38.055.836 I slot print_timing: id  0 | task 2255 |        eval time =      21.90 ms /     2 tokens (   10.95 ms per token,    91.31 tokens per second)
11.38.055.836 I slot print_timing: id  0 | task 2255 |       total time =    5165.59 ms / 18017 tokens
11.38.055.837 I slot print_timing: id  0 | task 2255 |    graphs reused =        815
11.38.056.023 I slot      release: id  0 | task 2255 | stop processing: n_tokens = 18016, truncated = 0
11.38.074.685 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.38.075.624 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1052.260 MiB)
11.38.242.274 I slot launch_slot_: id  0 | task 2268 | processing task, is_child = 0
11.41.586.816 I slot print_timing: id  0 | task 2268 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3674.09 tokens per second
11.42.174.199 I slot print_timing: id  0 | task 2268 | prompt processing, n_tokens =  14336, progress = 0.81, t =   3.93 s / 3646.08 tokens per second
11.42.782.702 I slot print_timing: id  0 | task 2268 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.54 s / 3608.50 tokens per second
11.43.080.237 I slot print_timing: id  0 | task 2268 | prompt processing, n_tokens =  17228, progress = 0.97, t =   4.84 s / 3561.03 tokens per second
11.43.220.313 I slot print_timing: id  0 | task 2268 | prompt processing, n_tokens =  17740, progress = 1.00, t =   4.98 s / 3563.68 tokens per second
11.43.324.701 I slot print_timing: id  0 | task 2268 | prompt eval time =    5060.89 ms / 17744 tokens (    0.29 ms per token,  3506.10 tokens per second)
11.43.324.707 I slot print_timing: id  0 | task 2268 |        eval time =      21.50 ms /     2 tokens (   10.75 ms per token,    93.03 tokens per second)
11.43.324.708 I slot print_timing: id  0 | task 2268 |       total time =    5082.39 ms / 17746 tokens
11.43.324.708 I slot print_timing: id  0 | task 2268 |    graphs reused =        815
11.43.324.886 I slot      release: id  0 | task 2268 | stop processing: n_tokens = 17745, truncated = 0
11.43.359.456 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.43.359.930 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1042.726 MiB)
11.43.514.436 I slot launch_slot_: id  0 | task 2281 | processing task, is_child = 0
11.46.876.494 I slot print_timing: id  0 | task 2281 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.36 s / 3654.93 tokens per second
11.47.470.353 I slot print_timing: id  0 | task 2281 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.96 s / 3623.96 tokens per second
11.48.065.313 I slot print_timing: id  0 | task 2281 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3600.20 tokens per second
11.48.456.382 I slot print_timing: id  0 | task 2281 | prompt processing, n_tokens =  17515, progress = 0.97, t =   4.94 s / 3544.17 tokens per second
11.48.587.117 I slot print_timing: id  0 | task 2281 | prompt processing, n_tokens =  18027, progress = 1.00, t =   5.07 s / 3553.76 tokens per second
11.48.711.855 I slot print_timing: id  0 | task 2281 | prompt eval time =    5158.50 ms / 18031 tokens (    0.29 ms per token,  3495.39 tokens per second)
11.48.711.861 I slot print_timing: id  0 | task 2281 |        eval time =      38.89 ms /     3 tokens (   12.96 ms per token,    77.15 tokens per second)
11.48.711.862 I slot print_timing: id  0 | task 2281 |       total time =    5197.39 ms / 18034 tokens
11.48.711.862 I slot print_timing: id  0 | task 2281 |    graphs reused =        816
11.48.712.046 I slot      release: id  0 | task 2281 | stop processing: n_tokens = 18033, truncated = 0
11.48.731.349 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.48.732.256 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1037.975 MiB)
11.48.896.818 I slot launch_slot_: id  0 | task 2295 | processing task, is_child = 0
11.52.236.763 I slot print_timing: id  0 | task 2295 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3679.14 tokens per second
11.52.830.639 I slot print_timing: id  0 | task 2295 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.93 s / 3644.32 tokens per second
11.53.437.552 I slot print_timing: id  0 | task 2295 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.54 s / 3608.24 tokens per second
11.53.752.060 I slot print_timing: id  0 | task 2295 | prompt processing, n_tokens =  17390, progress = 0.97, t =   4.86 s / 3581.71 tokens per second
11.53.909.438 I slot print_timing: id  0 | task 2295 | prompt processing, n_tokens =  17902, progress = 1.00, t =   5.01 s / 3571.40 tokens per second
11.54.041.974 I slot print_timing: id  0 | task 2295 | prompt eval time =    5106.61 ms / 17906 tokens (    0.29 ms per token,  3506.43 tokens per second)
11.54.041.980 I slot print_timing: id  0 | task 2295 |        eval time =      38.52 ms /     3 tokens (   12.84 ms per token,    77.88 tokens per second)
11.54.041.981 I slot print_timing: id  0 | task 2295 |       total time =    5145.13 ms / 17909 tokens
11.54.041.981 I slot print_timing: id  0 | task 2295 |    graphs reused =        817
11.54.042.157 I slot      release: id  0 | task 2295 | stop processing: n_tokens = 17908, truncated = 0
11.54.061.343 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.54.062.274 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.510 MiB)
11.54.218.589 I slot launch_slot_: id  0 | task 2309 | processing task, is_child = 0
11.57.558.878 I slot print_timing: id  0 | task 2309 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.34 s / 3678.75 tokens per second
11.58.143.045 I slot print_timing: id  0 | task 2309 | prompt processing, n_tokens =  14336, progress = 0.81, t =   3.92 s / 3653.01 tokens per second
11.58.753.191 I slot print_timing: id  0 | task 2309 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.53 s / 3613.13 tokens per second
11.59.033.631 I slot print_timing: id  0 | task 2309 | prompt processing, n_tokens =  17204, progress = 0.97, t =   4.82 s / 3572.99 tokens per second
11.59.174.610 I slot print_timing: id  0 | task 2309 | prompt processing, n_tokens =  17716, progress = 1.00, t =   4.96 s / 3574.66 tokens per second
11.59.310.070 I slot print_timing: id  0 | task 2309 | prompt eval time =    5052.76 ms / 17720 tokens (    0.29 ms per token,  3507.00 tokens per second)
11.59.310.076 I slot print_timing: id  0 | task 2309 |        eval time =      38.70 ms /     3 tokens (   12.90 ms per token,    77.53 tokens per second)
11.59.310.077 I slot print_timing: id  0 | task 2309 |       total time =    5091.45 ms / 17723 tokens
11.59.310.077 I slot print_timing: id  0 | task 2309 |    graphs reused =        818
11.59.310.263 I slot      release: id  0 | task 2309 | stop processing: n_tokens = 17722, truncated = 0
11.59.345.200 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
11.59.345.683 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.144 MiB)
11.59.507.041 I slot launch_slot_: id  0 | task 2323 | processing task, is_child = 0
12.02.846.145 I slot print_timing: id  0 | task 2323 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3680.06 tokens per second
12.03.440.295 I slot print_timing: id  0 | task 2323 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.93 s / 3644.85 tokens per second
12.04.049.105 I slot print_timing: id  0 | task 2323 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.54 s / 3607.19 tokens per second
12.04.466.095 I slot print_timing: id  0 | task 2323 | prompt processing, n_tokens =  17648, progress = 0.97, t =   4.96 s / 3558.76 tokens per second
12.04.605.195 I slot print_timing: id  0 | task 2323 | prompt processing, n_tokens =  18160, progress = 1.00, t =   5.10 s / 3562.09 tokens per second
12.04.775.425 I slot print_timing: id  0 | task 2323 | prompt eval time =    5187.76 ms / 18164 tokens (    0.29 ms per token,  3501.32 tokens per second)
12.04.775.431 I slot print_timing: id  0 | task 2323 |        eval time =      80.60 ms /     6 tokens (   13.43 ms per token,    74.45 tokens per second)
12.04.775.432 I slot print_timing: id  0 | task 2323 |       total time =    5268.36 ms / 18170 tokens
12.04.775.432 I slot print_timing: id  0 | task 2323 |    graphs reused =        822
12.04.775.607 I slot      release: id  0 | task 2323 | stop processing: n_tokens = 18169, truncated = 0
12.04.796.413 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
12.04.797.239 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.011 MiB)
12.04.953.896 I slot launch_slot_: id  0 | task 2340 | processing task, is_child = 0
12.08.298.555 I slot print_timing: id  0 | task 2340 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.34 s / 3673.94 tokens per second
12.08.893.788 I slot print_timing: id  0 | task 2340 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.94 s / 3638.70 tokens per second
12.09.509.613 I slot print_timing: id  0 | task 2340 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.56 s / 3596.38 tokens per second
12.09.895.757 I slot print_timing: id  0 | task 2340 | prompt processing, n_tokens =  17493, progress = 0.97, t =   4.94 s / 3539.78 tokens per second
12.10.017.139 I slot print_timing: id  0 | task 2340 | prompt processing, n_tokens =  18005, progress = 1.00, t =   5.06 s / 3556.04 tokens per second
12.10.131.936 I slot print_timing: id  0 | task 2340 | prompt eval time =    5155.96 ms / 18009 tokens (    0.29 ms per token,  3492.85 tokens per second)
12.10.131.943 I slot print_timing: id  0 | task 2340 |        eval time =      22.05 ms /     2 tokens (   11.03 ms per token,    90.70 tokens per second)
12.10.131.944 I slot print_timing: id  0 | task 2340 |       total time =    5178.02 ms / 18011 tokens
12.10.131.944 I slot print_timing: id  0 | task 2340 |    graphs reused =        822
12.10.132.135 I slot      release: id  0 | task 2340 | stop processing: n_tokens = 18010, truncated = 0
12.10.156.854 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
12.10.157.347 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.410 MiB)
12.10.323.119 I slot launch_slot_: id  0 | task 2353 | processing task, is_child = 0
12.13.658.060 I slot print_timing: id  0 | task 2353 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3684.65 tokens per second
12.14.267.307 I slot print_timing: id  0 | task 2353 | prompt processing, n_tokens =  14336, progress = 0.80, t =   3.94 s / 3634.74 tokens per second
12.14.876.333 I slot print_timing: id  0 | task 2353 | prompt processing, n_tokens =  16384, progress = 0.91, t =   4.55 s / 3598.36 tokens per second
12.15.267.010 I slot print_timing: id  0 | task 2353 | prompt processing, n_tokens =  17477, progress = 0.97, t =   4.94 s / 3535.09 tokens per second
12.15.391.601 I slot print_timing: id  0 | task 2353 | prompt processing, n_tokens =  17989, progress = 1.00, t =   5.07 s / 3549.21 tokens per second
12.15.500.271 I slot print_timing: id  0 | task 2353 | prompt eval time =    5154.89 ms / 17993 tokens (    0.29 ms per token,  3490.48 tokens per second)
12.15.500.276 I slot print_timing: id  0 | task 2353 |        eval time =      22.24 ms /     2 tokens (   11.12 ms per token,    89.92 tokens per second)
12.15.500.277 I slot print_timing: id  0 | task 2353 |       total time =    5177.13 ms / 17995 tokens
12.15.500.277 I slot print_timing: id  0 | task 2353 |    graphs reused =        822
12.15.500.452 I slot      release: id  0 | task 2353 | stop processing: n_tokens = 17994, truncated = 0
12.15.525.557 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
12.15.526.533 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1047.410 MiB)
12.15.683.001 I slot launch_slot_: id  0 | task 2366 | processing task, is_child = 0
12.19.017.951 I slot print_timing: id  0 | task 2366 | prompt processing, n_tokens =  12288, progress = 0.68, t =   3.33 s / 3684.64 tokens per second
12.19.612.516 I slot print_timing: id  0 | task 2366 | prompt processing, n_tokens =  14336, progress = 0.79, t =   3.93 s / 3648.31 tokens per second
12.20.221.787 I slot print_timing: id  0 | task 2366 | prompt processing, n_tokens =  16384, progress = 0.90, t =   4.54 s / 3609.80 tokens per second
12.20.643.692 I slot print_timing: id  0 | task 2366 | prompt processing, n_tokens =  17688, progress = 0.97, t =   4.96 s / 3565.65 tokens per second
12.20.783.043 I slot print_timing: id  0 | task 2366 | prompt processing, n_tokens =  18200, progress = 1.00, t =   5.10 s / 3568.62 tokens per second
12.23.883.055 I slot print_timing: id  0 | task 2366 | n_decoded =    213, tg =  70.89 t/s, tg_3s =  70.89 t/s
12.26.721.299 I slot print_timing: id  0 | task 2366 | prompt eval time =    5195.40 ms / 18204 tokens (    0.29 ms per token,  3503.87 tokens per second)
12.26.721.304 I slot print_timing: id  0 | task 2366 |        eval time =    5842.87 ms /   414 tokens (   14.11 ms per token,    70.86 tokens per second)
12.26.721.305 I slot print_timing: id  0 | task 2366 |       total time =   11038.27 ms / 18618 tokens
12.26.721.306 I slot print_timing: id  0 | task 2366 |    graphs reused =       1233
12.26.721.482 I slot      release: id  0 | task 2366 | stop processing: n_tokens = 18617, truncated = 0
12.26.744.743 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
12.26.745.542 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1038.407 MiB)
12.26.905.292 I slot launch_slot_: id  0 | task 2791 | processing task, is_child = 0
12.30.236.069 I slot print_timing: id  0 | task 2791 | prompt processing, n_tokens =  12288, progress = 0.69, t =   3.33 s / 3689.26 tokens per second
12.30.845.555 I slot print_timing: id  0 | task 2791 | prompt processing, n_tokens =  14336, progress = 0.81, t =   3.94 s / 3638.36 tokens per second
12.31.440.036 I slot print_timing: id  0 | task 2791 | prompt processing, n_tokens =  16384, progress = 0.92, t =   4.53 s / 3613.01 tokens per second
