configuration_id,segment_width,boundary_offset,per_segment_budget,q11_fact_count,q11_domain_count,serialized_chars,selected_episode_count,targeted_preserved,targeted_required,q4_item_count,primary_gate,no_regression_gate,surrogate_gate
s29_o03_b1,29,3,1,0,0,819,1,,16,,False,False,False
s29_o03_b2,29,3,2,0,0,2080,3,,16,,False,False,False
s29_o04_b1,29,4,1,0,0,819,1,,16,,False,False,False
s29_o04_b2,29,4,2,0,0,1716,2,,16,,False,False,False
s29_o05_b1,29,5,1,0,0,819,1,,16,,False,False,False
s29_o05_b2,29,5,2,0,0,1716,2,,16,,False,False,False
s29_o06_b1,29,6,1,0,0,819,1,,16,,False,False,False
s29_o06_b2,29,6,2,0,0,2080,3,,16,,False,False,False
s29_o07_b1,29,7,1,0,0,819,1,,16,,False,False,False
s29_o07_b2,29,7,2,0,0,2080,3,,16,,False,False,False
s29_o08_b1,29,8,1,0,0,819,1,,16,,False,False,False
s29_o08_b2,29,8,2,0,0,2080,3,,16,,False,False,False
s29_o09_b1,29,9,1,0,0,819,1,,16,,False,False,False
s29_o09_b2,29,9,2,0,0,1716,2,,16,,False,False,False
s29_o10_b1,29,10,1,0,0,819,1,,16,,False,False,False
s29_o10_b2,29,10,2,0,0,1716,2,,16,,False,False,False
s29_o11_b1,29,11,1,0,0,819,1,,16,,False,False,False
s29_o11_b2,29,11,2,3,1,2309,3,,16,,False,False,False
s29_o12_b1,29,12,1,0,0,819,1,,16,,False,False,False
s29_o12_b2,29,12,2,0,0,1716,2,,16,,False,False,False
s29_o13_b1,29,13,1,0,0,819,1,,16,,False,False,False
s29_o13_b2,29,13,2,0,0,1716,2,,16,,False,False,False
s29_o14_b1,29,14,1,0,0,819,1,,16,,False,False,False
s29_o14_b2,29,14,2,0,0,1716,2,,16,,False,False,False
s29_o15_b1,29,15,1,0,0,819,1,,16,,False,False,False
s29_o15_b2,29,15,2,0,0,1716,2,,16,,False,False,False
s29_o16_b1,29,16,1,0,0,819,1,,16,,False,False,False
s29_o16_b2,29,16,2,3,1,2309,3,,16,,False,False,False
s29_o17_b1,29,17,1,0,0,819,1,,16,,False,False,False
s29_o17_b2,29,17,2,0,0,1716,2,,16,,False,False,False
s29_o18_b1,29,18,1,0,0,819,1,,16,,False,False,False
s29_o18_b2,29,18,2,0,0,5933,3,,16,,False,False,False
s29_o19_b1,29,19,1,0,0,819,1,,16,,False,False,False
s29_o19_b2,29,19,2,0,0,5933,3,,16,,False,False,False
s29_o20_b1,29,20,1,0,0,5036,2,,16,,False,False,False
s29_o20_b2,29,20,2,0,0,5933,3,,16,,False,False,False
s29_o21_b1,29,21,1,3,1,1412,2,,16,,False,False,False
s29_o21_b2,29,21,2,3,1,2309,3,,16,,False,False,False
s29_o22_b1,29,22,1,0,0,819,1,,16,,False,False,False
s29_o22_b2,29,22,2,0,0,6078,3,,16,,False,False,False
s29_o23_b1,29,23,1,0,0,5036,2,,16,,False,False,False
s29_o23_b2,29,23,2,0,0,10295,4,,16,,False,False,False
s29_o24_b1,29,24,1,0,0,5244,2,,16,,False,False,False
s29_o24_b2,29,24,2,0,0,10503,4,,16,,False,False,False
s29_o25_b1,29,25,1,1,1,6292,2,,16,,False,False,False
s29_o25_b2,29,25,2,1,1,11406,4,,16,,False,False,False
s29_o26_b1,29,26,1,1,1,6292,2,,16,,False,False,False
s29_o26_b2,29,26,2,1,1,11406,4,,16,,False,False,False
s29_o27_b1,29,27,1,4,1,1592,2,,16,,False,False,False
s29_o27_b2,29,27,2,4,1,5758,4,,16,,False,False,False
s29_o28_b1,29,28,1,4,1,1592,2,,16,,False,False,False
s29_o28_b2,29,28,2,4,1,5758,4,,16,,False,False,False
s30_o00_b1,30,0,1,0,0,5036,2,,16,,False,False,False
s30_o00_b2,30,0,2,4,1,9202,4,,16,,False,False,False
s30_o01_b1,30,1,1,0,0,1183,2,,16,,False,False,False
s30_o01_b2,30,1,2,0,0,2080,3,,16,,False,False,False
s30_o02_b1,30,2,1,0,0,1183,2,,16,,False,False,False
s30_o02_b2,30,2,2,0,0,2080,3,,16,,False,False,False
s30_o03_b1,30,3,1,0,0,819,1,,16,,False,False,False
s30_o03_b2,30,3,2,0,0,2080,3,,16,,False,False,False
s30_o04_b1,30,4,1,0,0,819,1,,16,,False,False,False
s30_o04_b2,30,4,2,0,0,1716,2,,16,,False,False,False
s30_o05_b1,30,5,1,0,0,819,1,,16,,False,False,False
s30_o05_b2,30,5,2,0,0,1716,2,,16,,False,False,False
s30_o06_b1,30,6,1,0,0,819,1,,16,,False,False,False
s30_o06_b2,30,6,2,0,0,2080,3,,16,,False,False,False
s30_o07_b1,30,7,1,0,0,819,1,,16,,False,False,False
s30_o07_b2,30,7,2,0,0,2080,3,,16,,False,False,False
s30_o08_b1,30,8,1,0,0,819,1,,16,,False,False,False
s30_o08_b2,30,8,2,0,0,2080,3,,16,,False,False,False
s30_o09_b1,30,9,1,0,0,819,1,,16,,False,False,False
s30_o09_b2,30,9,2,0,0,1716,2,,16,,False,False,False
s30_o10_b1,30,10,1,0,0,819,1,,16,,False,False,False
s30_o10_b2,30,10,2,0,0,1716,2,,16,,False,False,False
s30_o11_b1,30,11,1,0,0,819,1,,16,,False,False,False
s30_o11_b2,30,11,2,3,1,2309,3,,16,,False,False,False
s30_o12_b1,30,12,1,0,0,819,1,,16,,False,False,False
s30_o12_b2,30,12,2,0,0,1716,2,,16,,False,False,False
s30_o13_b1,30,13,1,0,0,819,1,,16,,False,False,False
s30_o13_b2,30,13,2,0,0,1716,2,,16,,False,False,False
s30_o14_b1,30,14,1,0,0,819,1,,16,,False,False,False
s30_o14_b2,30,14,2,0,0,1716,2,,16,,False,False,False
s30_o15_b1,30,15,1,0,0,819,1,,16,,False,False,False
s30_o15_b2,30,15,2,0,0,1716,2,,16,,False,False,False
s30_o16_b1,30,16,1,0,0,819,1,,16,,False,False,False
s30_o16_b2,30,16,2,3,1,2309,3,,16,,False,False,False
s30_o17_b1,30,17,1,0,0,819,1,,16,,False,False,False
s30_o17_b2,30,17,2,0,0,1716,2,,16,,False,False,False
s30_o18_b1,30,18,1,0,0,819,1,,16,,False,False,False
s30_o18_b2,30,18,2,0,0,5933,3,,16,,False,False,False
s30_o19_b1,30,19,1,0,0,819,1,,16,,False,False,False
s30_o19_b2,30,19,2,0,0,5933,3,,16,,False,False,False
s30_o20_b1,30,20,1,0,0,5036,2,,16,,False,False,False
s30_o20_b2,30,20,2,0,0,5933,3,,16,,False,False,False
s30_o21_b1,30,21,1,3,1,1412,2,,16,,False,False,False
s30_o21_b2,30,21,2,3,1,2309,3,,16,,False,False,False
s30_o22_b1,30,22,1,0,0,819,1,,16,,False,False,False
s30_o22_b2,30,22,2,0,0,6078,3,,16,,False,False,False
s30_o23_b1,30,23,1,0,0,5036,2,,16,,False,False,False
s30_o23_b2,30,23,2,0,0,10295,4,,16,,False,False,False
s30_o24_b1,30,24,1,0,0,5244,2,,16,,False,False,False
s30_o24_b2,30,24,2,0,0,10503,4,,16,,False,False,False
s30_o25_b1,30,25,1,1,1,6292,2,,16,,False,False,False
s30_o25_b2,30,25,2,1,1,11406,4,,16,,False,False,False
s30_o26_b1,30,26,1,1,1,6292,2,,16,,False,False,False
s30_o26_b2,30,26,2,1,1,11406,4,,16,,False,False,False
s30_o27_b1,30,27,1,4,1,1592,2,,16,,False,False,False
s30_o27_b2,30,27,2,4,1,5758,4,,16,,False,False,False
s30_o28_b1,30,28,1,4,1,1592,2,,16,,False,False,False
s30_o28_b2,30,28,2,4,1,5758,4,,16,,False,False,False
s30_o29_b1,30,29,1,4,1,1592,2,,16,,False,False,False
s30_o29_b2,30,29,2,4,1,5758,4,,16,,False,False,False
s31_o00_b1,31,0,1,0,0,819,1,,16,,False,False,False
s31_o00_b2,31,0,2,0,0,1716,2,,16,,False,False,False
s31_o01_b1,31,1,1,0,0,1183,2,,16,,False,False,False
s31_o01_b2,31,1,2,0,0,2080,3,,16,,False,False,False
s31_o02_b1,31,2,1,0,0,1183,2,,16,,False,False,False
s31_o02_b2,31,2,2,0,0,2080,3,,16,,False,False,False
s31_o03_b1,31,3,1,0,0,819,1,,16,,False,False,False
s31_o03_b2,31,3,2,0,0,2080,3,,16,,False,False,False
s31_o04_b1,31,4,1,0,0,819,1,,16,,False,False,False
s31_o04_b2,31,4,2,0,0,1716,2,,16,,False,False,False
s31_o05_b1,31,5,1,0,0,819,1,,16,,False,False,False
s31_o05_b2,31,5,2,0,0,1716,2,,16,,False,False,False
s31_o06_b1,31,6,1,0,0,819,1,,16,,False,False,False
s31_o06_b2,31,6,2,0,0,2080,3,,16,,False,False,False
s31_o07_b1,31,7,1,0,0,819,1,,16,,False,False,False
s31_o07_b2,31,7,2,0,0,2080,3,,16,,False,False,False
s31_o08_b1,31,8,1,0,0,819,1,,16,,False,False,False
s31_o08_b2,31,8,2,0,0,2080,3,,16,,False,False,False
s31_o09_b1,31,9,1,0,0,819,1,,16,,False,False,False
s31_o09_b2,31,9,2,0,0,1716,2,,16,,False,False,False
s31_o10_b1,31,10,1,0,0,819,1,,16,,False,False,False
s31_o10_b2,31,10,2,0,0,1716,2,,16,,False,False,False
s31_o11_b1,31,11,1,0,0,819,1,,16,,False,False,False
s31_o11_b2,31,11,2,3,1,2309,3,,16,,False,False,False
s31_o12_b1,31,12,1,0,0,819,1,,16,,False,False,False
s31_o12_b2,31,12,2,0,0,1716,2,,16,,False,False,False
s31_o13_b1,31,13,1,0,0,819,1,,16,,False,False,False
s31_o13_b2,31,13,2,0,0,1716,2,,16,,False,False,False
s31_o14_b1,31,14,1,0,0,819,1,,16,,False,False,False
s31_o14_b2,31,14,2,0,0,1716,2,,16,,False,False,False
s31_o15_b1,31,15,1,0,0,819,1,,16,,False,False,False
s31_o15_b2,31,15,2,0,0,1716,2,,16,,False,False,False
s31_o16_b1,31,16,1,0,0,819,1,,16,,False,False,False
s31_o16_b2,31,16,2,3,1,2309,3,,16,,False,False,False
s31_o17_b1,31,17,1,0,0,819,1,,16,,False,False,False
s31_o17_b2,31,17,2,0,0,1716,2,,16,,False,False,False
s31_o18_b1,31,18,1,0,0,819,1,,16,,False,False,False
s31_o18_b2,31,18,2,0,0,5933,3,,16,,False,False,False
s31_o19_b1,31,19,1,0,0,819,1,,16,,False,False,False
s31_o19_b2,31,19,2,0,0,5933,3,,16,,False,False,False
s31_o20_b1,31,20,1,0,0,5036,2,,16,,False,False,False
s31_o20_b2,31,20,2,0,0,5933,3,,16,,False,False,False
s31_o21_b1,31,21,1,3,1,1412,2,,16,,False,False,False
s31_o21_b2,31,21,2,3,1,2309,3,,16,,False,False,False
s31_o22_b1,31,22,1,0,0,819,1,,16,,False,False,False
s31_o22_b2,31,22,2,0,0,6078,3,,16,,False,False,False
s31_o23_b1,31,23,1,0,0,5036,2,,16,,False,False,False
s31_o23_b2,31,23,2,0,0,10295,4,,16,,False,False,False
s31_o24_b1,31,24,1,0,0,5244,2,,16,,False,False,False
s31_o24_b2,31,24,2,0,0,10503,4,,16,,False,False,False
s31_o25_b1,31,25,1,1,1,6292,2,,16,,False,False,False
s31_o25_b2,31,25,2,1,1,11406,4,,16,,False,False,False
s31_o26_b1,31,26,1,1,1,6292,2,,16,,False,False,False
s31_o26_b2,31,26,2,1,1,11406,4,,16,,False,False,False
s31_o27_b1,31,27,1,4,1,1592,2,,16,,False,False,False
s31_o27_b2,31,27,2,4,1,5758,4,,16,,False,False,False
s31_o28_b1,31,28,1,4,1,1592,2,,16,,False,False,False
s31_o28_b2,31,28,2,4,1,5758,4,,16,,False,False,False
s31_o29_b1,31,29,1,4,1,1592,2,,16,,False,False,False
s31_o29_b2,31,29,2,4,1,5758,4,,16,,False,False,False
s31_o30_b1,31,30,1,0,0,5036,2,,16,,False,False,False
s31_o30_b2,31,30,2,4,1,9202,4,,16,,False,False,False
