0.00.085.544 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.136.913 W srv  llama_server: -----------------
0.00.136.917 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.136.918 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.136.918 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.136.918 W srv  llama_server: -----------------
0.00.141.225 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.919.602 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.613 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.626 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.919.631 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.919.635 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.919.652 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.919.657 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.662 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.666 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.919.671 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.919.676 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.919.682 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.919.688 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.919.693 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.919.707 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.320.771 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.06.324.895 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.324.910 I srv  llama_server: model loaded
0.06.324.913 I srv  llama_server: listening on http://127.0.0.1:8097
0.06.697.227 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
351.26.327.159 I slot      release: id  0 | task 25390 | stop processing: n_tokens = 13735, truncated = 0
351.26.364.578 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.999
351.26.364.823 I slot launch_slot_: id  0 | task 25407 | processing task, is_child = 0
351.26.707.181 I slot print_timing: id  0 | task 25407 | prompt eval time =      76.70 ms /     4 tokens (   19.18 ms per token,    52.15 tokens per second)
351.26.707.189 I slot print_timing: id  0 | task 25407 |        eval time =     265.63 ms /    16 tokens (   16.60 ms per token,    60.23 tokens per second)
351.26.707.190 I slot print_timing: id  0 | task 25407 |       total time =     342.34 ms /    20 tokens
351.26.707.190 I slot print_timing: id  0 | task 25407 |    graphs reused =      16611
351.26.707.374 I slot      release: id  0 | task 25407 | stop processing: n_tokens = 13735, truncated = 0
351.26.721.402 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.999
351.26.721.666 I slot launch_slot_: id  0 | task 25424 | processing task, is_child = 0
351.27.065.863 I slot print_timing: id  0 | task 25424 | prompt eval time =      74.98 ms /     4 tokens (   18.75 ms per token,    53.34 tokens per second)
351.27.065.872 I slot print_timing: id  0 | task 25424 |        eval time =     269.18 ms /    16 tokens (   16.82 ms per token,    59.44 tokens per second)
351.27.065.873 I slot print_timing: id  0 | task 25424 |       total time =     344.17 ms /    20 tokens
351.27.065.874 I slot print_timing: id  0 | task 25424 |    graphs reused =      16625
351.27.066.067 I slot      release: id  0 | task 25424 | stop processing: n_tokens = 13735, truncated = 0
351.27.076.223 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 21084567308
351.27.076.751 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 459.244 MiB)
351.27.092.471 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 458.779 MiB)
351.27.248.532 I slot launch_slot_: id  0 | task 25441 | processing task, is_child = 0
351.27.668.428 I slot print_timing: id  0 | task 25441 | prompt eval time =     163.74 ms /   300 tokens (    0.55 ms per token,  1832.15 tokens per second)
351.27.668.437 I slot print_timing: id  0 | task 25441 |        eval time =     256.12 ms /    16 tokens (   16.01 ms per token,    62.47 tokens per second)
351.27.668.438 I slot print_timing: id  0 | task 25441 |       total time =     419.87 ms /   316 tokens
351.27.668.438 I slot print_timing: id  0 | task 25441 |    graphs reused =      16639
351.27.668.482 I slot      release: id  0 | task 25441 | stop processing: n_tokens = 315, truncated = 0
351.27.684.438 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.952
351.27.684.578 I slot launch_slot_: id  0 | task 25459 | processing task, is_child = 0
351.28.008.553 I slot print_timing: id  0 | task 25459 | prompt eval time =      64.76 ms /     4 tokens (   16.19 ms per token,    61.77 tokens per second)
351.28.008.562 I slot print_timing: id  0 | task 25459 |        eval time =     259.20 ms /    16 tokens (   16.20 ms per token,    61.73 tokens per second)
351.28.008.564 I slot print_timing: id  0 | task 25459 |       total time =     323.96 ms /    20 tokens
351.28.008.564 I slot print_timing: id  0 | task 25459 |    graphs reused =      16653
351.28.008.605 I slot      release: id  0 | task 25459 | stop processing: n_tokens = 315, truncated = 0
351.28.012.363 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.952
351.28.012.670 I slot launch_slot_: id  0 | task 25476 | processing task, is_child = 0
351.28.353.963 I slot print_timing: id  0 | task 25476 | prompt eval time =      80.12 ms /     4 tokens (   20.03 ms per token,    49.92 tokens per second)
351.28.353.970 I slot print_timing: id  0 | task 25476 |        eval time =     261.15 ms /    16 tokens (   16.32 ms per token,    61.27 tokens per second)
351.28.353.972 I slot print_timing: id  0 | task 25476 |       total time =     341.27 ms /    20 tokens
351.28.353.972 I slot print_timing: id  0 | task 25476 |    graphs reused =      16667
351.28.354.018 I slot      release: id  0 | task 25476 | stop processing: n_tokens = 315, truncated = 0
351.28.357.772 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.952
351.28.358.018 I slot launch_slot_: id  0 | task 25493 | processing task, is_child = 0
351.28.683.495 I slot print_timing: id  0 | task 25493 | prompt eval time =      72.33 ms /     4 tokens (   18.08 ms per token,    55.30 tokens per second)
351.28.683.502 I slot print_timing: id  0 | task 25493 |        eval time =     253.13 ms /    16 tokens (   15.82 ms per token,    63.21 tokens per second)
351.28.683.503 I slot print_timing: id  0 | task 25493 |       total time =     325.46 ms /    20 tokens
351.28.683.504 I slot print_timing: id  0 | task 25493 |    graphs reused =      16681
351.28.683.548 I slot      release: id  0 | task 25493 | stop processing: n_tokens = 315, truncated = 0
351.28.687.824 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.952
351.28.688.121 I slot launch_slot_: id  0 | task 25510 | processing task, is_child = 0
351.29.019.595 I slot print_timing: id  0 | task 25510 | prompt eval time =      73.98 ms /     4 tokens (   18.50 ms per token,    54.07 tokens per second)
351.29.019.603 I slot print_timing: id  0 | task 25510 |        eval time =     257.47 ms /    16 tokens (   16.09 ms per token,    62.14 tokens per second)
351.29.019.604 I slot print_timing: id  0 | task 25510 |       total time =     331.45 ms /    20 tokens
351.29.019.605 I slot print_timing: id  0 | task 25510 |    graphs reused =      16695
351.29.019.644 I slot      release: id  0 | task 25510 | stop processing: n_tokens = 315, truncated = 0
351.29.023.235 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.153 (> 0.100 thold), f_keep = 0.041
351.29.023.307 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 464.560 MiB)
351.29.125.251 I slot launch_slot_: id  0 | task 25527 | processing task, is_child = 0
351.29.324.590 I slot print_timing: id  0 | task 25527 | prompt eval time =     100.38 ms /    85 tokens (    1.18 ms per token,   846.76 tokens per second)
351.29.324.599 I slot print_timing: id  0 | task 25527 |        eval time =      98.92 ms /     6 tokens (   16.49 ms per token,    60.66 tokens per second)
351.29.324.600 I slot print_timing: id  0 | task 25527 |       total time =     199.30 ms /    91 tokens
351.29.324.601 I slot print_timing: id  0 | task 25527 |    graphs reused =      16699
351.29.324.630 I slot      release: id  0 | task 25527 | stop processing: n_tokens = 90, truncated = 0
351.29.328.014 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.29.328.173 I slot launch_slot_: id  0 | task 25535 | processing task, is_child = 0
351.29.485.583 I slot print_timing: id  0 | task 25535 | prompt eval time =      63.46 ms /     4 tokens (   15.86 ms per token,    63.04 tokens per second)
351.29.485.590 I slot print_timing: id  0 | task 25535 |        eval time =      93.92 ms /     6 tokens (   15.65 ms per token,    63.88 tokens per second)
351.29.485.591 I slot print_timing: id  0 | task 25535 |       total time =     157.38 ms /    10 tokens
351.29.485.592 I slot print_timing: id  0 | task 25535 |    graphs reused =      16703
351.29.485.626 I slot      release: id  0 | task 25535 | stop processing: n_tokens = 90, truncated = 0
351.29.489.225 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.29.489.361 I slot launch_slot_: id  0 | task 25542 | processing task, is_child = 0
351.29.653.535 I slot print_timing: id  0 | task 25542 | prompt eval time =      69.53 ms /     4 tokens (   17.38 ms per token,    57.53 tokens per second)
351.29.653.544 I slot print_timing: id  0 | task 25542 |        eval time =      94.62 ms /     6 tokens (   15.77 ms per token,    63.41 tokens per second)
351.29.653.545 I slot print_timing: id  0 | task 25542 |       total time =     164.15 ms /    10 tokens
351.29.653.546 I slot print_timing: id  0 | task 25542 |    graphs reused =      16707
351.29.653.578 I slot      release: id  0 | task 25542 | stop processing: n_tokens = 90, truncated = 0
351.29.656.991 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.29.657.145 I slot launch_slot_: id  0 | task 25549 | processing task, is_child = 0
351.29.819.298 I slot print_timing: id  0 | task 25549 | prompt eval time =      67.35 ms /     4 tokens (   16.84 ms per token,    59.39 tokens per second)
351.29.819.304 I slot print_timing: id  0 | task 25549 |        eval time =      94.78 ms /     6 tokens (   15.80 ms per token,    63.30 tokens per second)
351.29.819.305 I slot print_timing: id  0 | task 25549 |       total time =     162.13 ms /    10 tokens
351.29.819.306 I slot print_timing: id  0 | task 25549 |    graphs reused =      16711
351.29.819.335 I slot      release: id  0 | task 25549 | stop processing: n_tokens = 90, truncated = 0
351.29.822.635 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.29.822.794 I slot launch_slot_: id  0 | task 25556 | processing task, is_child = 0
351.29.985.363 I slot print_timing: id  0 | task 25556 | prompt eval time =      66.94 ms /     4 tokens (   16.74 ms per token,    59.75 tokens per second)
351.29.985.370 I slot print_timing: id  0 | task 25556 |        eval time =      95.61 ms /     6 tokens (   15.93 ms per token,    62.76 tokens per second)
351.29.985.371 I slot print_timing: id  0 | task 25556 |       total time =     162.55 ms /    10 tokens
351.29.985.372 I slot print_timing: id  0 | task 25556 |    graphs reused =      16715
351.29.985.401 I slot      release: id  0 | task 25556 | stop processing: n_tokens = 90, truncated = 0
351.30.013.237 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 21087486640
351.30.137.830 I slot launch_slot_: id  0 | task 25563 | processing task, is_child = 0
351.33.234.570 I slot print_timing: id  0 | task 25563 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.10 s / 3306.73 tokens per second
351.33.908.559 I slot print_timing: id  0 | task 25563 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.77 s / 3258.81 tokens per second
351.34.212.640 I slot print_timing: id  0 | task 25563 | prompt processing, n_tokens =  13077, progress = 0.96, t =   4.07 s / 3209.25 tokens per second
351.34.366.825 I slot print_timing: id  0 | task 25563 | prompt processing, n_tokens =  13589, progress = 1.00, t =   4.23 s / 3213.31 tokens per second
351.34.595.170 I slot print_timing: id  0 | task 25563 | prompt eval time =    4340.32 ms / 13593 tokens (    0.32 ms per token,  3131.80 tokens per second)
351.34.595.178 I slot print_timing: id  0 | task 25563 |        eval time =     116.98 ms /     7 tokens (   16.71 ms per token,    59.84 tokens per second)
351.34.595.179 I slot print_timing: id  0 | task 25563 |       total time =    4457.30 ms / 13600 tokens
351.34.595.179 I slot print_timing: id  0 | task 25563 |    graphs reused =      16720
351.34.595.456 I slot      release: id  0 | task 25563 | stop processing: n_tokens = 13599, truncated = 0
351.34.629.084 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.34.629.243 I slot launch_slot_: id  0 | task 25579 | processing task, is_child = 0
351.34.816.302 I slot print_timing: id  0 | task 25579 | prompt eval time =      72.33 ms /     4 tokens (   18.08 ms per token,    55.30 tokens per second)
351.34.816.309 I slot print_timing: id  0 | task 25579 |        eval time =     114.70 ms /     7 tokens (   16.39 ms per token,    61.03 tokens per second)
351.34.816.311 I slot print_timing: id  0 | task 25579 |       total time =     187.04 ms /    11 tokens
351.34.816.311 I slot print_timing: id  0 | task 25579 |    graphs reused =      16725
351.34.816.580 I slot      release: id  0 | task 25579 | stop processing: n_tokens = 13599, truncated = 0
351.34.839.171 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.34.839.306 I slot launch_slot_: id  0 | task 25587 | processing task, is_child = 0
351.35.025.341 I slot print_timing: id  0 | task 25587 | prompt eval time =      70.72 ms /     4 tokens (   17.68 ms per token,    56.56 tokens per second)
351.35.025.350 I slot print_timing: id  0 | task 25587 |        eval time =     115.30 ms /     7 tokens (   16.47 ms per token,    60.71 tokens per second)
351.35.025.351 I slot print_timing: id  0 | task 25587 |       total time =     186.01 ms /    11 tokens
351.35.025.352 I slot print_timing: id  0 | task 25587 |    graphs reused =      16730
351.35.025.504 I slot      release: id  0 | task 25587 | stop processing: n_tokens = 13599, truncated = 0
351.35.051.807 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.35.051.988 I slot launch_slot_: id  0 | task 25595 | processing task, is_child = 0
351.35.236.289 I slot print_timing: id  0 | task 25595 | prompt eval time =      68.61 ms /     4 tokens (   17.15 ms per token,    58.30 tokens per second)
351.35.236.297 I slot print_timing: id  0 | task 25595 |        eval time =     115.67 ms /     7 tokens (   16.52 ms per token,    60.52 tokens per second)
351.35.236.298 I slot print_timing: id  0 | task 25595 |       total time =     184.28 ms /    11 tokens
351.35.236.299 I slot print_timing: id  0 | task 25595 |    graphs reused =      16735
351.35.236.481 I slot      release: id  0 | task 25595 | stop processing: n_tokens = 13599, truncated = 0
351.35.260.226 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.35.260.357 I slot launch_slot_: id  0 | task 25603 | processing task, is_child = 0
351.35.442.049 I slot print_timing: id  0 | task 25603 | prompt eval time =      68.22 ms /     4 tokens (   17.05 ms per token,    58.63 tokens per second)
351.35.442.057 I slot print_timing: id  0 | task 25603 |        eval time =     113.45 ms /     7 tokens (   16.21 ms per token,    61.70 tokens per second)
351.35.442.058 I slot print_timing: id  0 | task 25603 |       total time =     181.67 ms /    11 tokens
351.35.442.059 I slot print_timing: id  0 | task 25603 |    graphs reused =      16740
351.35.442.265 I slot      release: id  0 | task 25603 | stop processing: n_tokens = 13599, truncated = 0
351.35.454.965 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.371 (> 0.100 thold), f_keep = 0.371
351.35.578.985 I slot launch_slot_: id  0 | task 25611 | processing task, is_child = 0
351.38.757.419 I slot print_timing: id  0 | task 25611 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.18 s / 3221.74 tokens per second
351.39.429.588 I slot print_timing: id  0 | task 25611 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.85 s / 3191.21 tokens per second
351.39.751.091 I slot print_timing: id  0 | task 25611 | prompt processing, n_tokens =  13077, progress = 0.96, t =   4.17 s / 3134.41 tokens per second
351.39.908.332 I slot print_timing: id  0 | task 25611 | prompt processing, n_tokens =  13589, progress = 1.00, t =   4.33 s / 3138.83 tokens per second
351.40.124.816 I slot print_timing: id  0 | task 25611 | prompt eval time =    4433.32 ms / 13593 tokens (    0.33 ms per token,  3066.10 tokens per second)
351.40.124.823 I slot print_timing: id  0 | task 25611 |        eval time =     112.48 ms /     7 tokens (   16.07 ms per token,    62.23 tokens per second)
351.40.124.825 I slot print_timing: id  0 | task 25611 |       total time =    4545.80 ms / 13600 tokens
351.40.124.825 I slot print_timing: id  0 | task 25611 |    graphs reused =      16745
351.40.125.052 I slot      release: id  0 | task 25611 | stop processing: n_tokens = 13599, truncated = 0
351.40.138.202 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.40.138.393 I slot launch_slot_: id  0 | task 25627 | processing task, is_child = 0
351.40.324.393 I slot print_timing: id  0 | task 25627 | prompt eval time =      72.71 ms /     4 tokens (   18.18 ms per token,    55.02 tokens per second)
351.40.324.402 I slot print_timing: id  0 | task 25627 |        eval time =     113.27 ms /     7 tokens (   16.18 ms per token,    61.80 tokens per second)
351.40.324.403 I slot print_timing: id  0 | task 25627 |       total time =     185.98 ms /    11 tokens
351.40.324.404 I slot print_timing: id  0 | task 25627 |    graphs reused =      16750
351.40.324.673 I slot      release: id  0 | task 25627 | stop processing: n_tokens = 13599, truncated = 0
351.40.337.466 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.40.337.686 I slot launch_slot_: id  0 | task 25635 | processing task, is_child = 0
351.40.524.459 I slot print_timing: id  0 | task 25635 | prompt eval time =      74.83 ms /     4 tokens (   18.71 ms per token,    53.45 tokens per second)
351.40.524.468 I slot print_timing: id  0 | task 25635 |        eval time =     111.92 ms /     7 tokens (   15.99 ms per token,    62.55 tokens per second)
351.40.524.469 I slot print_timing: id  0 | task 25635 |       total time =     186.75 ms /    11 tokens
351.40.524.470 I slot print_timing: id  0 | task 25635 |    graphs reused =      16755
351.40.524.707 I slot      release: id  0 | task 25635 | stop processing: n_tokens = 13599, truncated = 0
351.40.537.724 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.40.537.913 I slot launch_slot_: id  0 | task 25643 | processing task, is_child = 0
351.40.723.534 I slot print_timing: id  0 | task 25643 | prompt eval time =      70.88 ms /     4 tokens (   17.72 ms per token,    56.44 tokens per second)
351.40.723.542 I slot print_timing: id  0 | task 25643 |        eval time =     114.73 ms /     7 tokens (   16.39 ms per token,    61.01 tokens per second)
351.40.723.543 I slot print_timing: id  0 | task 25643 |       total time =     185.60 ms /    11 tokens
351.40.723.543 I slot print_timing: id  0 | task 25643 |    graphs reused =      16760
351.40.723.731 I slot      release: id  0 | task 25643 | stop processing: n_tokens = 13599, truncated = 0
351.40.736.688 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
351.40.737.331 I slot launch_slot_: id  0 | task 25651 | processing task, is_child = 0
351.40.935.606 I slot print_timing: id  0 | task 25651 | prompt eval time =      72.07 ms /     4 tokens (   18.02 ms per token,    55.50 tokens per second)
351.40.935.613 I slot print_timing: id  0 | task 25651 |        eval time =     126.18 ms /     7 tokens (   18.03 ms per token,    55.48 tokens per second)
351.40.935.615 I slot print_timing: id  0 | task 25651 |       total time =     198.25 ms /    11 tokens
351.40.935.615 I slot print_timing: id  0 | task 25651 |    graphs reused =      16765
351.40.935.799 I slot      release: id  0 | task 25651 | stop processing: n_tokens = 13599, truncated = 0
351.40.950.615 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 21098437040
351.40.951.025 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 900.269 MiB)
351.41.091.808 I slot launch_slot_: id  0 | task 25659 | processing task, is_child = 0
351.41.356.489 I slot print_timing: id  0 | task 25659 | prompt eval time =     153.36 ms /   289 tokens (    0.53 ms per token,  1884.48 tokens per second)
351.41.356.497 I slot print_timing: id  0 | task 25659 |        eval time =     111.29 ms /     7 tokens (   15.90 ms per token,    62.90 tokens per second)
351.41.356.498 I slot print_timing: id  0 | task 25659 |       total time =     264.65 ms /   296 tokens
351.41.356.499 I slot print_timing: id  0 | task 25659 |    graphs reused =      16770
351.41.356.538 I slot      release: id  0 | task 25659 | stop processing: n_tokens = 295, truncated = 0
351.41.370.865 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.980
351.41.371.011 I slot launch_slot_: id  0 | task 25668 | processing task, is_child = 0
351.41.548.778 I slot print_timing: id  0 | task 25668 | prompt eval time =      65.21 ms /     4 tokens (   16.30 ms per token,    61.34 tokens per second)
351.41.548.785 I slot print_timing: id  0 | task 25668 |        eval time =     112.54 ms /     7 tokens (   16.08 ms per token,    62.20 tokens per second)
351.41.548.786 I slot print_timing: id  0 | task 25668 |       total time =     177.75 ms /    11 tokens
351.41.548.787 I slot print_timing: id  0 | task 25668 |    graphs reused =      16775
351.41.548.832 I slot      release: id  0 | task 25668 | stop processing: n_tokens = 295, truncated = 0
351.41.562.590 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.980
351.41.562.782 I slot launch_slot_: id  0 | task 25676 | processing task, is_child = 0
351.41.747.623 I slot print_timing: id  0 | task 25676 | prompt eval time =      71.79 ms /     4 tokens (   17.95 ms per token,    55.72 tokens per second)
351.41.747.630 I slot print_timing: id  0 | task 25676 |        eval time =     113.03 ms /     7 tokens (   16.15 ms per token,    61.93 tokens per second)
351.41.747.631 I slot print_timing: id  0 | task 25676 |       total time =     184.82 ms /    11 tokens
351.41.747.632 I slot print_timing: id  0 | task 25676 |    graphs reused =      16780
351.41.747.674 I slot      release: id  0 | task 25676 | stop processing: n_tokens = 295, truncated = 0
351.41.751.360 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.980
351.41.751.591 I slot launch_slot_: id  0 | task 25684 | processing task, is_child = 0
351.41.927.407 I slot print_timing: id  0 | task 25684 | prompt eval time =      67.43 ms /     4 tokens (   16.86 ms per token,    59.32 tokens per second)
351.41.927.415 I slot print_timing: id  0 | task 25684 |        eval time =     108.36 ms /     7 tokens (   15.48 ms per token,    64.60 tokens per second)
351.41.927.416 I slot print_timing: id  0 | task 25684 |       total time =     175.80 ms /    11 tokens
351.41.927.416 I slot print_timing: id  0 | task 25684 |    graphs reused =      16785
351.41.927.457 I slot      release: id  0 | task 25684 | stop processing: n_tokens = 295, truncated = 0
351.41.931.521 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.980
351.41.931.782 I slot launch_slot_: id  0 | task 25692 | processing task, is_child = 0
351.42.110.145 I slot print_timing: id  0 | task 25692 | prompt eval time =      68.50 ms /     4 tokens (   17.13 ms per token,    58.39 tokens per second)
351.42.110.152 I slot print_timing: id  0 | task 25692 |        eval time =     109.84 ms /     7 tokens (   15.69 ms per token,    63.73 tokens per second)
351.42.110.153 I slot print_timing: id  0 | task 25692 |       total time =     178.34 ms /    11 tokens
351.42.110.154 I slot print_timing: id  0 | task 25692 |    graphs reused =      16790
351.42.110.197 I slot      release: id  0 | task 25692 | stop processing: n_tokens = 295, truncated = 0
351.42.136.149 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.153 (> 0.100 thold), f_keep = 0.044
351.42.136.239 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 464.095 MiB)
351.42.233.512 I slot launch_slot_: id  0 | task 25700 | processing task, is_child = 0
351.42.436.361 I slot print_timing: id  0 | task 25700 | prompt eval time =     101.85 ms /    85 tokens (    1.20 ms per token,   834.55 tokens per second)
351.42.436.368 I slot print_timing: id  0 | task 25700 |        eval time =     100.97 ms /     6 tokens (   16.83 ms per token,    59.43 tokens per second)
351.42.436.369 I slot print_timing: id  0 | task 25700 |       total time =     202.82 ms /    91 tokens
351.42.436.370 I slot print_timing: id  0 | task 25700 |    graphs reused =      16794
351.42.436.402 I slot      release: id  0 | task 25700 | stop processing: n_tokens = 90, truncated = 0
351.42.449.818 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.42.449.945 I slot launch_slot_: id  0 | task 25708 | processing task, is_child = 0
351.42.605.833 I slot print_timing: id  0 | task 25708 | prompt eval time =      62.84 ms /     4 tokens (   15.71 ms per token,    63.65 tokens per second)
351.42.605.839 I slot print_timing: id  0 | task 25708 |        eval time =      93.02 ms /     6 tokens (   15.50 ms per token,    64.50 tokens per second)
351.42.605.841 I slot print_timing: id  0 | task 25708 |       total time =     155.87 ms /    10 tokens
351.42.605.841 I slot print_timing: id  0 | task 25708 |    graphs reused =      16798
351.42.605.869 I slot      release: id  0 | task 25708 | stop processing: n_tokens = 90, truncated = 0
351.42.610.078 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.42.610.289 I slot launch_slot_: id  0 | task 25715 | processing task, is_child = 0
351.42.773.900 I slot print_timing: id  0 | task 25715 | prompt eval time =      67.72 ms /     4 tokens (   16.93 ms per token,    59.07 tokens per second)
351.42.773.906 I slot print_timing: id  0 | task 25715 |        eval time =      95.86 ms /     6 tokens (   15.98 ms per token,    62.59 tokens per second)
351.42.773.907 I slot print_timing: id  0 | task 25715 |       total time =     163.58 ms /    10 tokens
351.42.773.909 I slot print_timing: id  0 | task 25715 |    graphs reused =      16802
351.42.773.940 I slot      release: id  0 | task 25715 | stop processing: n_tokens = 90, truncated = 0
351.42.777.352 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
351.42.777.472 I slot launch_slot_: id  0 | task 25722 | processing task, is_child = 0
351.42.939.225 I slot print_timing: id  0 | task 25722 | prompt eval time =      66.55 ms /     4 tokens (   16.64 ms per token,    60.10 tokens per second)
351.42.939.232 I slot print_timing: id  0 | task 25722 |        eval time =      95.18 ms /     6 tokens (   15.86 ms per token,    63.04 tokens per second)
351.42.939.234 I slot print_timing: id  0 | task 25722 |       total time =     161.73 ms /    10 tokens
351.42.939.235 I slot print_timing: id  0 | task 25722 |    graphs reused =      16806
351.42.939.268 I slot      release: id  0 | task 25722 | stop processing: n_tokens = 90, truncated = 0
351.42.942.764 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.944
