turn,b_ltm,k_min,topics_present,topic_count,floor_selected_per_topic,floor_selected,fill_selected,containment_drops,refills,collapsed_to_episode,ltm_chars_used,ltm_records_used,budget_utilization,chars_per_topic,selection
34,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,28944,7,0.9045,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":28944}","[{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.264857,""chars"":4482,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.26406,""chars"":4538,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.228704,""chars"":4615,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.219355,""chars"":4087,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.218429,""chars"":3028,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""0c36ce08-05f2-52c7-b5f2-aa9da621b064"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.215421,""chars"":3739,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""3b29a88a-81ee-58f2-bee2-707ffaa414db"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.21064,""chars"":4455,""phase"":""fill""}]"
35,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31382,8,0.9807,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31382}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.295384,""chars"":4538,""phase"":""floor""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""9404e66b-7dea-58b4-9049-4f55b2e9b2af"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.279274,""chars"":3545,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.261974,""chars"":4615,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.256506,""chars"":3028,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.245622,""chars"":4087,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.228685,""chars"":3348,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.221231,""chars"":4482,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""0c36ce08-05f2-52c7-b5f2-aa9da621b064"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.202916,""chars"":3739,""phase"":""fill""}]"
36,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31382,8,0.9807,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31382}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.293979,""chars"":4538,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.262915,""chars"":4615,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.252431,""chars"":4087,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""78c33d21-9765-5d5a-b53b-cb4777615697"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.222392,""chars"":3739,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.217809,""chars"":3028,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.215064,""chars"":3348,""phase"":""fill""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""94c70852-f29d-5576-a6f7-f408c0e43861"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.214805,""chars"":3545,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.20076,""chars"":4482,""phase"":""fill""}]"
37,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31750,8,0.9922,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31750}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""86577cc7-21ec-5f4d-970e-ee94a1679081"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.318861,""chars"":4538,""phase"":""floor""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.305573,""chars"":3028,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.291573,""chars"":4615,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.259328,""chars"":4482,""phase"":""fill""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""9404e66b-7dea-58b4-9049-4f55b2e9b2af"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.244401,""chars"":3545,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.238309,""chars"":3348,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""78c33d21-9765-5d5a-b53b-cb4777615697"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.215591,""chars"":3739,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.206957,""chars"":4455,""phase"":""fill""}]"
38,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,29264,7,0.9145,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":29264}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.301131,""chars"":4538,""phase"":""floor""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.272748,""chars"":4087,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""a304ec85-04d0-504e-886f-6c5b46d29f76"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.244854,""chars"":3739,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.233246,""chars"":4615,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""3b29a88a-81ee-58f2-bee2-707ffaa414db"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.231206,""chars"":4455,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.196959,""chars"":3348,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.195485,""chars"":4482,""phase"":""fill""}]"
39,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,29844,7,0.9326,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":29844}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""cf1eaab2-e600-5df8-b882-783f53dd7836"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.221085,""chars"":4538,""phase"":""floor""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.216745,""chars"":4455,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.186932,""chars"":4482,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.184939,""chars"":4615,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""bd93acdb-ae18-5187-874f-4c7231b3d08c"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.180987,""chars"":3028,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.172069,""chars"":4987,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""0c36ce08-05f2-52c7-b5f2-aa9da621b064"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.164515,""chars"":3739,""phase"":""fill""}]"
40,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,28750,7,0.8984,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":28750}","[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.295131,""chars"":4615,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""86577cc7-21ec-5f4d-970e-ee94a1679081"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.258088,""chars"":4538,""phase"":""fill""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""9404e66b-7dea-58b4-9049-4f55b2e9b2af"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.240688,""chars"":3545,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.236409,""chars"":3028,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.217699,""chars"":4455,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.213853,""chars"":4087,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.194542,""chars"":4482,""phase"":""fill""}]"
41,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31560,8,0.9862,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31560}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.255033,""chars"":4538,""phase"":""floor""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.225229,""chars"":4087,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.210826,""chars"":4615,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""a304ec85-04d0-504e-886f-6c5b46d29f76"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.209958,""chars"":3739,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.206926,""chars"":3028,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.183298,""chars"":3348,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""4c886e71-7a08-5ff9-a745-f50f7b6dbe81"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.181076,""chars"":4455,""phase"":""fill""},{""episode_id"":""d9ee4210-0492-4008-9d07-50ed38693e6b"",""distilled_id"":""737707a1-a068-5826-9cf2-7a484caa02d4"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.156314,""chars"":3750,""phase"":""fill""}]"
42,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,29769,7,0.9303,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":29769}","[{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.30549,""chars"":3348,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.288785,""chars"":4538,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.280879,""chars"":4087,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.229242,""chars"":4615,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""3b29a88a-81ee-58f2-bee2-707ffaa414db"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.220959,""chars"":4455,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""a304ec85-04d0-504e-886f-6c5b46d29f76"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.204539,""chars"":3739,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.201755,""chars"":4987,""phase"":""fill""}]"
43,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31382,8,0.9807,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31382}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""86577cc7-21ec-5f4d-970e-ee94a1679081"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.343963,""chars"":4538,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.301014,""chars"":4615,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.286296,""chars"":3028,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.284544,""chars"":4482,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.269715,""chars"":4087,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.269393,""chars"":3348,""phase"":""fill""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""9404e66b-7dea-58b4-9049-4f55b2e9b2af"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.263892,""chars"":3545,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""1baff095-406c-5bb4-be17-2367933cb792"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.210335,""chars"":3739,""phase"":""fill""}]"
44,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,30903,7,0.9657,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":30903}","[{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""a304ec85-04d0-504e-886f-6c5b46d29f76"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.186904,""chars"":3739,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.183254,""chars"":4538,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.173888,""chars"":4087,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.154409,""chars"":4615,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""4c886e71-7a08-5ff9-a745-f50f7b6dbe81"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.131833,""chars"":4455,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.117809,""chars"":4482,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.113126,""chars"":4987,""phase"":""fill""}]"
